2021,Sunrise/Sunset,,Daylength,,Astronomical Twilight,,Nautical Twilight,,Civil Twilight,,Solar Noon,
4/20/2023,6:20 am ? (73°),8:02 pm ? (287°),13:41:29,+2:50,4:33 AM,9:50 PM,5:13 AM,9:10 PM,5:50 AM,8:33 PM,1:11 pm (57.6°),93.388
4/21/2023,6:19 am ? (73°),8:03 pm ? (288°),13:44:19,+2:50,4:31 AM,9:52 PM,5:11 AM,9:11 PM,5:48 AM,8:34 PM,1:11 pm (57.9°),93.414
4/22/2023,6:17 am ? (72°),8:04 pm ? (288°),13:47:08,+2:49,4:29 AM,9:54 PM,5:09 AM,9:13 PM,5:46 AM,8:35 PM,1:10 pm (58.3°),93.439
4/23/2023,6:16 am ? (72°),8:06 pm ? (289°),13:49:57,+2:48,4:26 AM,9:55 PM,5:07 AM,9:14 PM,5:45 AM,8:37 PM,1:10 pm (58.6°),93.464
4/24/2023,6:14 am ? (71°),8:07 pm ? (289°),13:52:44,+2:47,4:24 AM,9:57 PM,5:05 AM,9:16 PM,5:43 AM,8:38 PM,1:10 pm (58.9°),93.488
4/25/2023,6:12 am ? (71°),8:08 pm ? (290°),13:55:30,+2:45,4:22 AM,9:59 PM,5:03 AM,9:17 PM,5:41 AM,8:39 PM,1:10 pm (59.3°),93.512
4/26/2023,6:11 am ? (70°),8:09 pm ? (290°),13:58:14,+2:44,4:20 AM,10:01 PM,5:02 AM,9:19 PM,5:40 AM,8:40 PM,1:10 pm (59.6°),93.537
4/27/2023,6:09 am ? (70°),8:10 pm ? (291°),14:00:58,+2:43,4:18 AM,10:03 PM,5:00 AM,9:20 PM,5:38 AM,8:42 PM,1:10 pm (59.9°),93.561
4/28/2023,6:08 am ? (69°),8:12 pm ? (291°),14:03:40,+2:42,4:16 AM,10:04 PM,4:58 AM,9:22 PM,5:37 AM,8:43 PM,1:09 pm (60.2°),93.584
4/29/2023,6:06 am ? (69°),8:13 pm ? (291°),14:06:21,+2:41,4:14 AM,10:06 PM,4:56 AM,9:23 PM,5:35 AM,8:44 PM,1:09 pm (60.5°),93.608
4/30/2023,6:05 am ? (68°),8:14 pm ? (292°),14:09:01,+2:39,4:12 AM,10:08 PM,4:54 AM,9:25 PM,5:33 AM,8:46 PM,1:09 pm (60.8°),93.631
5/1/2023,6:04 am ? (68°),8:15 pm ? (292°),14:11:39,+2:38,4:09 AM,10:10 PM,4:53 AM,9:26 PM,5:32 AM,8:47 PM,1:09 pm (61.1°),93.655
5/2/2023,6:02 am ? (67°),8:16 pm ? (293°),14:14:16,+2:36,4:07 AM,10:12 PM,4:51 AM,9:28 PM,5:30 AM,8:48 PM,1:09 pm (61.4°),93.678
5/3/2023,6:01 am ? (67°),8:18 pm ? (293°),14:16:51,+2:35,4:05 AM,10:14 PM,4:49 AM,9:29 PM,5:29 AM,8:50 PM,1:09 pm (61.7°),93.701
5/4/2023,5:59 am ? (67°),8:19 pm ? (294°),14:19:25,+2:33,4:03 AM,10:16 PM,4:48 AM,9:31 PM,5:27 AM,8:51 PM,1:09 pm (62.0°),93.724
5/5/2023,5:58 am ? (66°),8:20 pm ? (294°),14:21:57,+2:32,4:01 AM,10:17 PM,4:46 AM,9:32 PM,5:26 AM,8:52 PM,1:09 pm (62.3°),93.747
5/6/2023,5:57 am ? (66°),8:21 pm ? (294°),14:24:28,+2:30,3:59 AM,10:19 PM,4:44 AM,9:34 PM,5:24 AM,8:54 PM,1:08 pm (62.6°),93.769
5/7/2023,5:55 am ? (65°),8:22 pm ? (295°),14:26:56,+2:28,3:57 AM,10:21 PM,4:43 AM,9:35 PM,5:23 AM,8:55 PM,1:08 pm (62.9°),93.792
5/8/2023,5:54 am ? (65°),8:23 pm ? (295°),14:29:23,+2:26,3:55 AM,10:23 PM,4:41 AM,9:37 PM,5:21 AM,8:56 PM,1:08 pm (63.1°),93.815
5/9/2023,5:53 am ? (65°),8:25 pm ? (296°),14:31:48,+2:25,3:53 AM,10:25 PM,4:39 AM,9:38 PM,5:20 AM,8:57 PM,1:08 pm (63.4°),93.837
5/10/2023,5:52 am ? (64°),8:26 pm ? (296°),14:34:11,+2:23,3:51 AM,10:27 PM,4:38 AM,9:40 PM,5:19 AM,8:59 PM,1:08 pm (63.7°),93.859
5/11/2023,5:50 am ? (64°),8:27 pm ? (296°),14:36:32,+2:21,3:49 AM,10:29 PM,4:36 AM,9:41 PM,5:17 AM,9:00 PM,1:08 pm (63.9°),93.881
5/12/2023,5:49 am ? (63°),8:28 pm ? (297°),14:38:51,+2:19,3:47 AM,10:31 PM,4:35 AM,9:43 PM,5:16 AM,9:01 PM,1:08 pm (64.2°),93.903
5/13/2023,5:48 am ? (63°),8:29 pm ? (297°),14:41:08,+2:16,3:45 AM,10:33 PM,4:33 AM,9:44 PM,5:15 AM,9:02 PM,1:08 pm (64.4°),93.924
5/14/2023,5:47 am ? (63°),8:30 pm ? (298°),14:43:23,+2:14,3:43 AM,10:35 PM,4:32 AM,9:46 PM,5:14 AM,9:04 PM,1:08 pm (64.7°),93.945
5/15/2023,5:46 am ? (62°),8:31 pm ? (298°),14:45:35,+2:12,3:41 AM,10:37 PM,4:30 AM,9:47 PM,5:12 AM,9:05 PM,1:08 pm (64.9°),93.966
5/16/2023,5:45 am ? (62°),8:32 pm ? (298°),14:47:45,+2:09,3:40 AM,10:38 PM,4:29 AM,9:49 PM,5:11 AM,9:06 PM,1:08 pm (65.1°),93.986
5/17/2023,5:44 am ? (62°),8:34 pm ? (299°),14:49:53,+2:07,3:38 AM,10:40 PM,4:27 AM,9:50 PM,5:10 AM,9:07 PM,1:08 pm (65.4°),94.006
5/18/2023,5:43 am ? (61°),8:35 pm ? (299°),14:51:58,+2:05,3:36 AM,10:42 PM,4:26 AM,9:52 PM,5:09 AM,9:09 PM,1:08 pm (65.6°),94.026
5/19/2023,5:42 am ? (61°),8:36 pm ? (299°),14:54:00,+2:02,3:34 AM,10:44 PM,4:25 AM,9:53 PM,5:08 AM,9:10 PM,1:08 pm (65.8°),94.045
5/20/2023,5:41 am ? (61°),8:37 pm ? (300°),14:56:00,+1:59,3:32 AM,10:46 PM,4:23 AM,9:54 PM,5:07 AM,9:11 PM,1:08 pm (66.0°),94.064
5/21/2023,5:40 am ? (60°),8:38 pm ? (300°),14:57:57,+1:56,3:31 AM,10:48 PM,4:22 AM,9:56 PM,5:06 AM,9:12 PM,1:08 pm (66.2°),94.082
5/22/2023,5:39 am ? (60°),8:39 pm ? (300°),14:59:51,+1:54,3:29 AM,10:50 PM,4:21 AM,9:57 PM,5:05 AM,9:13 PM,1:09 pm (66.4°),94.1
5/23/2023,5:38 am ? (60°),8:40 pm ? (300°),15:01:42,+1:51,3:27 AM,10:51 PM,4:20 AM,9:59 PM,5:04 AM,9:14 PM,1:09 pm (66.6°),94.117
5/24/2023,5:37 am ? (59°),8:41 pm ? (301°),15:03:31,+1:48,3:26 AM,10:53 PM,4:19 AM,10:00 PM,5:03 AM,9:15 PM,1:09 pm (66.8°),94.134
5/25/2023,5:36 am ? (59°),8:42 pm ? (301°),15:05:16,+1:45,3:24 AM,10:55 PM,4:17 AM,10:01 PM,5:02 AM,9:17 PM,1:09 pm (67.0°),94.15
5/26/2023,5:36 am ? (59°),8:43 pm ? (301°),15:06:58,+1:42,3:23 AM,10:57 PM,4:16 AM,10:02 PM,5:01 AM,9:18 PM,1:09 pm (67.1°),94.167
5/27/2023,5:35 am ? (59°),8:44 pm ? (301°),15:08:37,+1:38,3:21 AM,10:58 PM,4:15 AM,10:04 PM,5:00 AM,9:19 PM,1:09 pm (67.3°),94.182
5/28/2023,5:34 am ? (58°),8:45 pm ? (302°),15:10:12,+1:35,3:20 AM,11:00 PM,4:14 AM,10:05 PM,4:59 AM,9:20 PM,1:09 pm (67.5°),94.198
5/29/2023,5:34 am ? (58°),8:45 pm ? (302°),15:11:45,+1:32,3:18 AM,11:02 PM,4:13 AM,10:06 PM,4:59 AM,9:21 PM,1:09 pm (67.6°),94.213
5/30/2023,5:33 am ? (58°),8:46 pm ? (302°),15:13:14,+1:28,3:17 AM,11:03 PM,4:12 AM,10:07 PM,4:58 AM,9:22 PM,1:09 pm (67.8°),94.228
5/31/2023,5:33 am ? (58°),8:47 pm ? (302°),15:14:39,+1:25,3:16 AM,11:05 PM,4:12 AM,10:08 PM,4:57 AM,9:23 PM,1:10 pm (67.9°),94.242
6/1/2023,5:32 am ? (58°),8:48 pm ? (303°),15:16:01,+1:21,3:14 AM,11:06 PM,4:11 AM,10:10 PM,4:57 AM,9:23 PM,1:10 pm (68.1°),94.256
6/2/2023,5:31 am ? (57°),8:49 pm ? (303°),15:17:19,+1:18,3:13 AM,11:08 PM,4:10 AM,10:11 PM,4:56 AM,9:24 PM,1:10 pm (68.2°),94.27
6/3/2023,5:31 am ? (57°),8:50 pm ? (303°),15:18:34,+1:14,3:12 AM,11:09 PM,4:09 AM,10:12 PM,4:55 AM,9:25 PM,1:10 pm (68.3°),94.284
6/4/2023,5:31 am ? (57°),8:50 pm ? (303°),15:19:45,+1:10,3:11 AM,11:11 PM,4:09 AM,10:13 PM,4:55 AM,9:26 PM,1:10 pm (68.4°),94.297
6/5/2023,5:30 am ? (57°),8:51 pm ? (303°),15:20:52,+1:07,3:10 AM,11:12 PM,4:08 AM,10:14 PM,4:54 AM,9:27 PM,1:10 pm (68.5°),94.31
6/6/2023,5:30 am ? (57°),8:52 pm ? (303°),15:21:55,+1:03,3:09 AM,11:13 PM,4:07 AM,10:14 PM,4:54 AM,9:28 PM,1:11 pm (68.6°),94.323
6/7/2023,5:29 am ? (56°),8:52 pm ? (304°),15:22:55,+0:59,3:08 AM,11:14 PM,4:07 AM,10:15 PM,4:54 AM,9:28 PM,1:11 pm (68.7°),94.336
6/8/2023,5:29 am ? (56°),8:53 pm ? (304°),15:23:50,+0:55,3:07 AM,11:16 PM,4:06 AM,10:16 PM,4:53 AM,9:29 PM,1:11 pm (68.8°),94.348
6/9/2023,5:29 am ? (56°),8:54 pm ? (304°),15:24:42,+0:51,3:06 AM,11:17 PM,4:06 AM,10:17 PM,4:53 AM,9:30 PM,1:11 pm (68.9°),94.36
6/10/2023,5:29 am ? (56°),8:54 pm ? (304°),15:25:29,+0:47,3:06 AM,11:18 PM,4:05 AM,10:18 PM,4:53 AM,9:30 PM,1:11 pm (69.0°),94.372
6/11/2023,5:29 am ? (56°),8:55 pm ? (304°),15:26:13,+0:43,3:05 AM,11:19 PM,4:05 AM,10:18 PM,4:52 AM,9:31 PM,1:12 pm (69.1°),94.383
6/12/2023,5:28 am ? (56°),8:55 pm ? (304°),15:26:52,+0:39,3:05 AM,11:20 PM,4:05 AM,10:19 PM,4:52 AM,9:32 PM,1:12 pm (69.1°),94.394
6/13/2023,5:28 am ? (56°),8:56 pm ? (304°),15:27:27,+0:35,3:04 AM,11:20 PM,4:05 AM,10:20 PM,4:52 AM,9:32 PM,1:12 pm (69.2°),94.404
6/14/2023,5:28 am ? (56°),8:56 pm ? (304°),15:27:58,+0:31,3:04 AM,11:21 PM,4:04 AM,10:20 PM,4:52 AM,9:33 PM,1:12 pm (69.2°),94.414
6/15/2023,5:28 am ? (56°),8:57 pm ? (304°),15:28:25,+0:26,3:03 AM,11:22 PM,4:04 AM,10:21 PM,4:52 AM,9:33 PM,1:12 pm (69.3°),94.423
6/16/2023,5:28 am ? (56°),8:57 pm ? (304°),15:28:47,+0:22,3:03 AM,11:22 PM,4:04 AM,10:21 PM,4:52 AM,9:34 PM,1:13 pm (69.3°),94.432
6/17/2023,5:28 am ? (56°),8:57 pm ? (305°),15:29:06,+0:18,3:03 AM,11:23 PM,4:04 AM,10:22 PM,4:52 AM,9:34 PM,1:13 pm (69.3°),94.44
6/18/2023,5:28 am ? (55°),8:58 pm ? (305°),15:29:20,+0:14,3:03 AM,11:23 PM,4:04 AM,10:22 PM,4:52 AM,9:34 PM,1:13 pm (69.4°),94.448
6/19/2023,5:29 am ? (55°),8:58 pm ? (305°),15:29:30,+0:09,3:03 AM,11:24 PM,4:04 AM,10:22 PM,4:52 AM,9:35 PM,1:13 pm (69.4°),94.455
6/20/2023,5:29 am ? (55°),8:58 pm ? (305°),15:29:35,+0:05,3:03 AM,11:24 PM,4:04 AM,10:23 PM,4:52 AM,9:35 PM,1:14 pm (69.4°),94.462
6/21/2023,5:29 am ? (55°),8:59 pm ? (305°),15:29:36,+0:01,3:03 AM,11:24 PM,4:05 AM,10:23 PM,4:52 AM,9:35 PM,1:14 pm (69.4°),94.468
6/22/2023,5:29 am ? (55°),8:59 pm ? (305°),15:29:33,?0:03,3:03 AM,11:24 PM,4:05 AM,10:23 PM,4:53 AM,9:35 PM,1:14 pm (69.4°),94.473
6/23/2023,5:29 am ? (55°),8:59 pm ? (305°),15:29:26,?0:07,3:04 AM,11:24 PM,4:05 AM,10:23 PM,4:53 AM,9:35 PM,1:14 pm (69.4°),94.478
6/24/2023,5:30 am ? (55°),8:59 pm ? (305°),15:29:14,?0:11,3:04 AM,11:24 PM,4:05 AM,10:23 PM,4:53 AM,9:35 PM,1:14 pm (69.4°),94.483
6/25/2023,5:30 am ? (56°),8:59 pm ? (304°),15:28:58,?0:15,3:05 AM,11:24 PM,4:06 AM,10:23 PM,4:54 AM,9:35 PM,1:15 pm (69.3°),94.487
6/26/2023,5:30 am ? (56°),8:59 pm ? (304°),15:28:38,?0:20,3:05 AM,11:24 PM,4:06 AM,10:23 PM,4:54 AM,9:35 PM,1:15 pm (69.3°),94.49
6/27/2023,5:31 am ? (56°),8:59 pm ? (304°),15:28:13,?0:24,3:06 AM,11:24 PM,4:07 AM,10:23 PM,4:54 AM,9:35 PM,1:15 pm (69.3°),94.494
6/28/2023,5:31 am ? (56°),8:59 pm ? (304°),15:27:45,?0:28,3:07 AM,11:23 PM,4:07 AM,10:23 PM,4:55 AM,9:35 PM,1:15 pm (69.2°),94.496
6/29/2023,5:32 am ? (56°),8:59 pm ? (304°),15:27:12,?0:32,3:07 AM,11:23 PM,4:08 AM,10:23 PM,4:55 AM,9:35 PM,1:15 pm (69.2°),94.499
6/30/2023,5:32 am ? (56°),8:59 pm ? (304°),15:26:35,?0:36,3:08 AM,11:22 PM,4:08 AM,10:22 PM,4:56 AM,9:35 PM,1:16 pm (69.1°),94.501
7/1/2023,5:33 am ? (56°),8:59 pm ? (304°),15:25:54,?0:41,3:09 AM,11:22 PM,4:09 AM,10:22 PM,4:57 AM,9:35 PM,1:16 pm (69.0°),94.502
7/2/2023,5:33 am ? (56°),8:58 pm ? (304°),15:25:09,?0:45,3:10 AM,11:21 PM,4:10 AM,10:22 PM,4:57 AM,9:35 PM,1:16 pm (69.0°),94.504
7/3/2023,5:34 am ? (56°),8:58 pm ? (304°),15:24:20,?0:49,3:11 AM,11:20 PM,4:11 AM,10:21 PM,4:58 AM,9:34 PM,1:16 pm (68.9°),94.505
7/4/2023,5:34 am ? (56°),8:58 pm ? (304°),15:23:27,?0:53,3:12 AM,11:20 PM,4:11 AM,10:21 PM,4:58 AM,9:34 PM,1:16 pm (68.8°),94.506
7/5/2023,5:35 am ? (56°),8:58 pm ? (303°),15:22:30,?0:56,3:13 AM,11:19 PM,4:12 AM,10:20 PM,4:59 AM,9:34 PM,1:17 pm (68.7°),94.506
7/6/2023,5:36 am ? (57°),8:57 pm ? (303°),15:21:29,?1:00,3:15 AM,11:18 PM,4:13 AM,10:20 PM,5:00 AM,9:33 PM,1:17 pm (68.6°),94.506
7/7/2023,5:36 am ? (57°),8:57 pm ? (303°),15:20:24,?1:04,3:16 AM,11:17 PM,4:14 AM,10:19 PM,5:01 AM,9:33 PM,1:17 pm (68.5°),94.506
7/8/2023,5:37 am ? (57°),8:56 pm ? (303°),15:19:16,?1:08,3:17 AM,11:16 PM,4:15 AM,10:18 PM,5:01 AM,9:32 PM,1:17 pm (68.4°),94.506
7/9/2023,5:38 am ? (57°),8:56 pm ? (303°),15:18:04,?1:12,3:19 AM,11:15 PM,4:16 AM,10:18 PM,5:02 AM,9:32 PM,1:17 pm (68.3°),94.505
7/10/2023,5:39 am ? (57°),8:56 pm ? (303°),15:16:48,?1:15,3:20 AM,11:14 PM,4:17 AM,10:17 PM,5:03 AM,9:31 PM,1:17 pm (68.1°),94.503
7/11/2023,5:39 am ? (57°),8:55 pm ? (302°),15:15:29,?1:19,3:21 AM,11:12 PM,4:18 AM,10:16 PM,5:04 AM,9:30 PM,1:17 pm (68.0°),94.501
7/12/2023,5:40 am ? (58°),8:54 pm ? (302°),15:14:06,?1:22,3:23 AM,11:11 PM,4:19 AM,10:15 PM,5:05 AM,9:30 PM,1:18 pm (67.9°),94.499
7/13/2023,5:41 am ? (58°),8:54 pm ? (302°),15:12:40,?1:26,3:25 AM,11:10 PM,4:20 AM,10:14 PM,5:06 AM,9:29 PM,1:18 pm (67.7°),94.496
7/14/2023,5:42 am ? (58°),8:53 pm ? (302°),15:11:10,?1:29,3:26 AM,11:08 PM,4:21 AM,10:13 PM,5:07 AM,9:28 PM,1:18 pm (67.6°),94.493
7/15/2023,5:43 am ? (58°),8:52 pm ? (301°),15:09:37,?1:33,3:28 AM,11:07 PM,4:23 AM,10:12 PM,5:08 AM,9:27 PM,1:18 pm (67.4°),94.489
7/16/2023,5:44 am ? (59°),8:52 pm ? (301°),15:08:01,?1:36,3:29 AM,11:05 PM,4:24 AM,10:11 PM,5:09 AM,9:27 PM,1:18 pm (67.3°),94.484
7/17/2023,5:45 am ? (59°),8:51 pm ? (301°),15:06:21,?1:39,3:31 AM,11:04 PM,4:25 AM,10:10 PM,5:10 AM,9:26 PM,1:18 pm (67.1°),94.479
7/18/2023,5:46 am ? (59°),8:50 pm ? (301°),15:04:38,?1:42,3:33 AM,11:02 PM,4:26 AM,10:09 PM,5:11 AM,9:25 PM,1:18 pm (66.9°),94.474
7/19/2023,5:47 am ? (59°),8:49 pm ? (300°),15:02:53,?1:45,3:34 AM,11:01 PM,4:28 AM,10:08 PM,5:12 AM,9:24 PM,1:18 pm (66.7°),94.468
7/20/2023,5:47 am ? (60°),8:49 pm ? (300°),15:01:04,?1:48,3:36 AM,10:59 PM,4:29 AM,10:07 PM,5:13 AM,9:23 PM,1:18 pm (66.5°),94.461
7/21/2023,5:48 am ? (60°),8:48 pm ? (300°),14:59:13,?1:51,3:38 AM,10:57 PM,4:30 AM,10:06 PM,5:14 AM,9:22 PM,1:18 pm (66.4°),94.454
7/22/2023,5:49 am ? (60°),8:47 pm ? (300°),14:57:19,?1:54,3:40 AM,10:56 PM,4:31 AM,10:04 PM,5:15 AM,9:21 PM,1:18 pm (66.2°),94.446
7/23/2023,5:50 am ? (61°),8:46 pm ? (299°),14:55:22,?1:56,3:42 AM,10:54 PM,4:33 AM,10:03 PM,5:16 AM,9:20 PM,1:18 pm (65.9°),94.438
7/24/2023,5:51 am ? (61°),8:45 pm ? (299°),14:53:22,?1:59,3:43 AM,10:52 PM,4:34 AM,10:02 PM,5:17 AM,9:19 PM,1:18 pm (65.7°),94.429
7/25/2023,5:52 am ? (61°),8:44 pm ? (299°),14:51:20,?2:02,3:45 AM,10:50 PM,4:36 AM,10:00 PM,5:19 AM,9:18 PM,1:18 pm (65.5°),94.42
7/26/2023,5:53 am ? (62°),8:43 pm ? (298°),14:49:15,?2:04,3:47 AM,10:48 PM,4:37 AM,9:59 PM,5:20 AM,9:16 PM,1:18 pm (65.3°),94.41
7/27/2023,5:55 am ? (62°),8:42 pm ? (298°),14:47:08,?2:07,3:49 AM,10:47 PM,4:38 AM,9:58 PM,5:21 AM,9:15 PM,1:18 pm (65.1°),94.4
7/28/2023,5:56 am ? (62°),8:41 pm ? (298°),14:44:59,?2:09,3:51 AM,10:45 PM,4:40 AM,9:56 PM,5:22 AM,9:14 PM,1:18 pm (64.8°),94.39
7/29/2023,5:57 am ? (63°),8:39 pm ? (297°),14:42:47,?2:11,3:53 AM,10:43 PM,4:41 AM,9:55 PM,5:23 AM,9:13 PM,1:18 pm (64.6°),94.379
7/30/2023,5:58 am ? (63°),8:38 pm ? (297°),14:40:33,?2:13,3:54 AM,10:41 PM,4:43 AM,9:53 PM,5:24 AM,9:11 PM,1:18 pm (64.4°),94.368
7/31/2023,5:59 am ? (63°),8:37 pm ? (296°),14:38:17,?2:16,3:56 AM,10:39 PM,4:44 AM,9:52 PM,5:26 AM,9:10 PM,1:18 pm (64.1°),94.357
8/1/2023,6:00 am ? (64°),8:36 pm ? (296°),14:35:59,?2:18,3:58 AM,10:37 PM,4:45 AM,9:50 PM,5:27 AM,9:09 PM,1:18 pm (63.9°),94.345
8/2/2023,6:01 am ? (64°),8:35 pm ? (296°),14:33:39,?2:20,4:00 AM,10:35 PM,4:47 AM,9:48 PM,5:28 AM,9:07 PM,1:18 pm (63.6°),94.334
8/3/2023,6:02 am ? (64°),8:33 pm ? (295°),14:31:17,?2:21,4:02 AM,10:33 PM,4:48 AM,9:47 PM,5:29 AM,9:06 PM,1:18 pm (63.4°),94.322
8/4/2023,6:03 am ? (65°),8:32 pm ? (295°),14:28:53,?2:23,4:04 AM,10:31 PM,4:50 AM,9:45 PM,5:31 AM,9:05 PM,1:18 pm (63.1°),94.309
8/5/2023,6:04 am ? (65°),8:31 pm ? (295°),14:26:28,?2:25,4:05 AM,10:29 PM,4:51 AM,9:44 PM,5:32 AM,9:03 PM,1:18 pm (62.8°),94.297
8/6/2023,6:05 am ? (66°),8:29 pm ? (294°),14:24:00,?2:27,4:07 AM,10:27 PM,4:53 AM,9:42 PM,5:33 AM,9:02 PM,1:18 pm (62.5°),94.284
8/7/2023,6:07 am ? (66°),8:28 pm ? (294°),14:21:31,?2:29,4:09 AM,10:25 PM,4:54 AM,9:40 PM,5:34 AM,9:00 PM,1:18 pm (62.3°),94.271
8/8/2023,6:08 am ? (66°),8:27 pm ? (293°),14:19:00,?2:30,4:11 AM,10:23 PM,4:56 AM,9:38 PM,5:35 AM,8:59 PM,1:18 pm (62.0°),94.257
8/9/2023,6:09 am ? (67°),8:25 pm ? (293°),14:16:28,?2:32,4:13 AM,10:21 PM,4:57 AM,9:37 PM,5:37 AM,8:57 PM,1:17 pm (61.7°),94.243
8/10/2023,6:10 am ? (67°),8:24 pm ? (292°),14:13:54,?2:33,4:15 AM,10:18 PM,4:58 AM,9:35 PM,5:38 AM,8:56 PM,1:17 pm (61.4°),94.229
8/11/2023,6:11 am ? (68°),8:22 pm ? (292°),14:11:19,?2:35,4:16 AM,10:16 PM,5:00 AM,9:33 PM,5:39 AM,8:54 PM,1:17 pm (61.1°),94.214
8/12/2023,6:12 am ? (68°),8:21 pm ? (292°),14:08:42,?2:36,4:18 AM,10:14 PM,5:01 AM,9:31 PM,5:40 AM,8:52 PM,1:17 pm (60.8°),94.199
8/13/2023,6:13 am ? (69°),8:19 pm ? (291°),14:06:04,?2:37,4:20 AM,10:12 PM,5:03 AM,9:30 PM,5:42 AM,8:51 PM,1:17 pm (60.5°),94.183
8/14/2023,6:14 am ? (69°),8:18 pm ? (291°),14:03:25,?2:39,4:22 AM,10:10 PM,5:04 AM,9:28 PM,5:43 AM,8:49 PM,1:17 pm (60.2°),94.167
8/15/2023,6:16 am ? (69°),8:16 pm ? (290°),14:00:45,?2:40,4:23 AM,10:08 PM,5:06 AM,9:26 PM,5:44 AM,8:48 PM,1:16 pm (59.9°),94.15
8/16/2023,6:17 am ? (70°),8:15 pm ? (290°),13:58:03,?2:41,4:25 AM,10:06 PM,5:07 AM,9:24 PM,5:45 AM,8:46 PM,1:16 pm (59.6°),94.133
8/17/2023,6:18 am ? (70°),8:13 pm ? (289°),13:55:20,?2:42,4:27 AM,10:04 PM,5:09 AM,9:22 PM,5:47 AM,8:44 PM,1:16 pm (59.3°),94.115
8/18/2023,6:19 am ? (71°),8:12 pm ? (289°),13:52:36,?2:43,4:29 AM,10:01 PM,5:10 AM,9:20 PM,5:48 AM,8:43 PM,1:16 pm (58.9°),94.097
8/19/2023,6:20 am ? (71°),8:10 pm ? (288°),13:49:51,?2:44,4:30 AM,9:59 PM,5:11 AM,9:18 PM,5:49 AM,8:41 PM,1:15 pm (58.6°),94.079
8/20/2023,6:21 am ? (72°),8:08 pm ? (288°),13:47:05,?2:45,4:32 AM,9:57 PM,5:13 AM,9:17 PM,5:50 AM,8:39 PM,1:15 pm (58.3°),94.06
8/21/2023,6:22 am ? (72°),8:07 pm ? (287°),13:44:19,?2:46,4:34 AM,9:55 PM,5:14 AM,9:15 PM,5:52 AM,8:37 PM,1:15 pm (57.9°),94.041
8/22/2023,6:24 am ? (73°),8:05 pm ? (287°),13:41:31,?2:47,4:35 AM,9:53 PM,5:16 AM,9:13 PM,5:53 AM,8:36 PM,1:15 pm (57.6°),94.021
8/23/2023,6:25 am ? (73°),8:03 pm ? (287°),13:38:42,?2:48,4:37 AM,9:50 PM,5:17 AM,9:11 PM,5:54 AM,8:34 PM,1:15 pm (57.3°),94.001
8/24/2023,6:26 am ? (74°),8:02 pm ? (286°),13:35:53,?2:49,4:39 AM,9:48 PM,5:18 AM,9:09 PM,5:55 AM,8:32 PM,1:14 pm (56.9°),93.981
8/25/2023,6:27 am ? (74°),8:00 pm ? (286°),13:33:03,?2:50,4:40 AM,9:46 PM,5:20 AM,9:07 PM,5:57 AM,8:30 PM,1:14 pm (56.6°),93.96
8/26/2023,6:28 am ? (75°),7:58 pm ? (285°),13:30:12,?2:50,4:42 AM,9:44 PM,5:21 AM,9:05 PM,5:58 AM,8:29 PM,1:14 pm (56.2°),93.939
8/27/2023,6:29 am ? (75°),7:57 pm ? (285°),13:27:20,?2:51,4:44 AM,9:42 PM,5:23 AM,9:03 PM,5:59 AM,8:27 PM,1:13 pm (55.9°),93.918
8/28/2023,6:30 am ? (76°),7:55 pm ? (284°),13:24:28,?2:52,4:45 AM,9:40 PM,5:24 AM,9:01 PM,6:00 AM,8:25 PM,1:13 pm (55.5°),93.897
8/29/2023,6:32 am ? (76°),7:53 pm ? (284°),13:21:35,?2:52,4:47 AM,9:37 PM,5:25 AM,8:59 PM,6:02 AM,8:23 PM,1:13 pm (55.2°),93.876
8/30/2023,6:33 am ? (77°),7:51 pm ? (283°),13:18:42,?2:53,4:48 AM,9:35 PM,5:27 AM,8:57 PM,6:03 AM,8:21 PM,1:12 pm (54.8°),93.854
8/31/2023,6:34 am ? (77°),7:50 pm ? (283°),13:15:48,?2:54,4:50 AM,9:33 PM,5:28 AM,8:55 PM,6:04 AM,8:19 PM,1:12 pm (54.5°),93.832
9/1/2023,6:35 am ? (78°),7:48 pm ? (282°),13:12:53,?2:54,4:52 AM,9:31 PM,5:29 AM,8:53 PM,6:05 AM,8:18 PM,1:12 pm (54.1°),93.81
9/2/2023,6:36 am ? (78°),7:46 pm ? (282°),13:09:58,?2:55,4:53 AM,9:29 PM,5:31 AM,8:51 PM,6:06 AM,8:16 PM,1:12 pm (53.7°),93.789
9/3/2023,6:37 am ? (79°),7:44 pm ? (281°),13:07:03,?2:55,4:55 AM,9:27 PM,5:32 AM,8:49 PM,6:08 AM,8:14 PM,1:11 pm (53.4°),93.767
9/4/2023,6:38 am ? (79°),7:43 pm ? (280°),13:04:07,?2:56,4:56 AM,9:24 PM,5:33 AM,8:47 PM,6:09 AM,8:12 PM,1:11 pm (53.0°),93.744
9/5/2023,6:40 am ? (80°),7:41 pm ? (280°),13:01:10,?2:56,4:58 AM,9:22 PM,5:35 AM,8:45 PM,6:10 AM,8:10 PM,1:11 pm (52.6°),93.722
9/6/2023,6:41 am ? (80°),7:39 pm ? (279°),12:58:13,?2:56,4:59 AM,9:20 PM,5:36 AM,8:43 PM,6:11 AM,8:08 PM,1:10 pm (52.3°),93.699
